material_id,type,backend_higg,frontend_higg,internal_abreviations,globalwarming,eutrophication,waterscarcity,abioticresourcedepletion,chemistry,overall_msi,co2e_kg,phosphate_po4eq,water_volume_m3,fossil_fuel_mj,chemistry_units,score_globwarm,score_eutrophication,score_water,score_resourcedepletion,fiber_type,fiber_source,is_natural,is_renewable,is_recyclable,is_biodegradable,is_microplastic_pollutant,pro_tips,pro_read_more,con_tips,con_read_more,washing_tips,washing_read_more,fact_tips,fact_read_more
lea_pig _45,Leather,Pig leather,Pig leather,,9.47,21.6,0.415,7.83,40.3,79.6,10.0,0.021,0.905,114.0,85.0,1.0,3.713055303717135,4.0,3.863109048723898,Animal Based,Pig,Natural,Renewable,Recyclable,Biodegradable (when not dyed / dyed with natural pigments),Not a Microplastic Pollutant,"Pig Leather is a durable, resilient, water-resistant material made from pig hides. Pig Leather is biodegradable and derived from a renewable resource.",,"Livestock accounts for 15% of our total carbon emissions, which is a significant contributor to our warming climate. ","Although Pig Leather is a renewable resource, animal welfare is always a concern. Livestock accounts for 15% of our total carbon emissions, which is a significant contributor to our warming climate. ","Leather, suede, and other animal hides have various finishes that have individualized needs. Leather should be handled with the utmost care. Follow the washing label strictly. Do not wash your leather garment if the label says spot clean only.",,"Leather has been used as warm, protective clothing since prehistoric times. Pig Leather is a byproduct of the meat industry, and is therefore not vegan-friendly. It varies in thickness, size, and texture, and its value changes depending on the quality of hide and how it's treated. ","Leather has been used as warm, protective clothing since prehistoric times. Pig Leather is a byproduct of the meat industry, and is therefore not vegan-friendly. It varies in thickness, size, and texture, and its value changes depending on the quality of hide and how it's treated. 

Leather is treated through a tanning process that prevents rot and can be dyed in many colors. Leather is moisture dependant, so it needs cleaning, conditioning and protection to ensure lasting beauty and durability.  Mineral (chrome) leather tanning and synthetic dyes can be extremely toxic to aquatic ecosystems, so make sure your leather goods are vegetable-tanned or sustainably managed. "
lea_plan_46,Leather,Plant based leather (Piñatex®),Piñatex® Plant based leather,,5.83,4.03,1.79,5.38,0.948,18.0,6.18,0.004,3.91,78.6,2.0,4.5,4.409961468721669,1.222222222222222,5.0,Semi-Synthetic Plant Based,"Pineapple, Polymer Plastic ",Semi-Synthetic,Semi-Renewable,Non-Recyclable,Not Biodegradable,Microplastic Pollutant,"Piñatex® is a durable, vegan, plant-based leather alternative. It's primarily derived from pineapple agriculture waste, which supports the circular economy. ",,"Although Piñatex® is primarily plant-based, it still requires the use of fossil-fuel and bio-based polymers to bond fibers; this means it's not fully biodegradable. ",,"Piñatex® should be handled with care, and spot cleaned with a damp cloth to remove dirt. Piñatex® should be polished regularly with natural beeswax, and can be protected with most leather waterproofing agents.",,"Piñatex® is a leading vegan-leather alternative that supports the circular economy by utilizing agricultural leftovers that would otherwise go to waste. This waste would typically be burned or left to rot, which exacerbates methane pollution, air pollution, and crop disease. 

Because Piñatex® contains polymer plastics, it will contribute to microplastics pollution when washed or discarded. ","Piñatex® is a leading vegan-leather alternative that supports the circular economy by utilizing agricultural leftovers that would otherwise go to waste. This waste would typically be burned or left to rot, which exacerbates methane pollution, air pollution, and crop disease. 

Because Piñatex® contains polymer plastics, it will contribute to microplastics pollution when washed or discarded. "
ins_duck_109,Insulation material,Duck Down insulation,Duck Down Fill,,1.51,4.0,0.268,0.755,6.86,13.4,1.61,0.004,0.585,11.0,14.5,2.6442307692307696,4.5,3.9818181818181815,2.2064965197215782,Animal Based,Duck ,Natural,Renewable,Recyclable,Biodegradable (when not dyed / dyed with natural pigments),Not a Microplastic Pollutant,"Duck down insulation is an incredibly warm, fluffy and lightweight material that's biodegradable and renewable. ",,Most duck down insulation is harvested from birds through the painful process of live plucking. Animal welfare is a top concern. ,,"Duck down insulation is best washed by hand in cold water, though it can be machine washed on a gentle cycle. Tumble dry on low with a tennis ball to prevent clumping. Repeat the drying process until all moisture is gone to prevent odor and mildew. ",,"Although duck down has a low carbon footprint, down is usualy harvested through live plucking which is painful to the animal. Live harvesting can cause ducks to accidentally break their limbs when trying to escape this painful process. When possible, choose recycled duck down or traceable down from birds that have been treated ethically. ","Although duck down has a low carbon footprint, down is usualy harvested through live plucking which is painful to the animal. Live harvesting can cause ducks to accidentally break their limbs when trying to escape this painful process. 

Up to 80% of the world's down is produced in China, where there are currently no animal welfare laws in place. Therefore, animal welfare is of top concern.  When possible, choose recycled duck down or traceable down from birds that have been treated ethically. "
ins_duck_110,Insulation material,"Duck down, recycled",Recycled Duck Down Fill,,0.7490000000000001,0.7709999999999999,0.14300000000000002,0.604,2.92,5.187,0.794,0.0007351,0.312,8.82,6.16,3.772466539196941,2.4851132109110363,3.5997865528281747,4.891288696904248,Animal Based,Duck ,Natural,Renewable,Recyclable,Biodegradable (when not dyed / dyed with natural pigments),Not a Microplastic Pollutant,"Duck down insulation is an incredibly warm, fluffy and lightweight material that's biodegradable and renewable. Recycled duck down uses significantly less resources than virgin duck down and keeps waste out of landfills. ",,Recycled duck down can be difficult to extract from garments and its orgins more difficult to trace. Recycled duck down may also be more expnesive than virgin duck down. ,,"Recycled duck down insulation is best washed by hand in cold water, though it can be machine washed on a gentle cycle. Tumble dry on low with a tennis ball to prevent clumping. Repeat the drying process until all moisture is gone to prevent odor and mildew. ",,"Recycled duck down offers the same warmth and fill power as virgin duck down, but has a significantly lower impact and avoids the risk of inflicting further harm to animals. ","Recycled duck down offers the same warmth and fill power as virgin duck down, but has a significantly lower impact and avoids the risk of inflicting further harm to animals. Choosing recycled duck down saves significant amounts of land use, water use, energy, and greenhouse gas emissions, and supports a circular economy."
ins_goos_111,Insulation material,Goose Down insulation,Goose Down Fill,,1.51,4.0,0.268,0.755,6.86,13.4,1.61,0.004,0.585,11.0,14.5,4.5,4.5,4.0,5.0,Animal Based,Goose,Natural,Renewable,Recyclable,Biodegradable (when not dyed / dyed with natural pigments),Not a Microplastic Pollutant,"Goose down insulation is an incredibly warm, fluffy and lightweight material that's biodegradable and renewable. ",,Most goose down insulation is harvested from birds through the painful process of live plucking. Animal welfare is a top concern. ,,"Goose down insulation is best washed by hand in cold water, though it can be machine washed on a gentle cycle. Tumble dry on low with a tennis ball to prevent clumping. Repeat the drying process until all moisture is gone to prevent odor and mildew. ",,"Although goose down has a low carbon footprint, down is usualy harvested through live plucking which is painful to the animal. Live harvesting can cause geese to accidentally break their limbs when trying to escape this painful process. When possible, choose recycled goose down or traceable down from birds that have been treated ethically. ","Although goose down has a low carbon footprint, down is usualy harvested through live plucking which is painful to the animal. Live harvesting can cause geese to accidentally break their limbs when trying to escape this painful process. 

Up to 80% of the world's down is produced in China, where there are currently no animal welfare laws in place. Therefore, animal welfare is of top concern.  When possible, choose recycled goose down or traceable down from birds that have been treated ethically. "
ins_goos_112,Insulation material,"Goose down, recycled",Recycled Goose Down Fill,,2.11,2.28,0.44,1.66,2.92,9.41,0.794,0.0007351,0.312,8.82,6.16,3.772466539196941,2.4851132109110363,3.5997865528281747,4.891288696904248,Animal Based,Goose,Natural,Renewable,Recyclable,Biodegradable (when not dyed / dyed with natural pigments),Not a Microplastic Pollutant,"Goose down insulation is an incredibly warm, fluffy and lightweight material that's biodegradable and renewable. Recycled goose down uses significantly less resources than virgin goose down and keeps waste out of landfills. ",,Recycled goose down can be difficult to extract from garments and its orgins more difficult to trace. Recycled goose down may also be more expnesive than virgin goose down. ,,"Recycled goose down insulation is best washed by hand in cold water, though it can be machine washed on a gentle cycle. Tumble dry on low with a tennis ball to prevent clumping. Repeat the drying process until all moisture is gone to prevent odor and mildew. ",,"Recycled goose down offers the same warmth and fill power as virgin goose down, but has a significantly lower impact and avoids the risk of inflicting further harm to animals. ","Recycled goose down offers the same warmth and fill power as virgin goose down, but has a significantly lower impact and avoids the risk of inflicting further harm to animals. Choosing recycled goose down saves significant amounts of land use, water use, energy, and greenhouse gas emissions, and supports a circular economy."
ins_poly_113,Insulation material,Polyester insulation,Polyester Fill,,3.93,0.879,0.573,6.16,2.89,14.4,4.17,0.0008382999999999999,1.25,90.0,6.1,3.1988527724665388,3.558388304510608,3.049092849519744,4.239740820734341,Synthetic Plastic Derivative,Polymer Plastic,Synthetic,Non-Renewable,Recyclable,Not Biodegradable,Microplastic Pollutant,"Polyester insulation is a warm, lightweight, water-resistant material that provides a less expensive vegan-friendly alternative to animal down. ",,"Polyester insulation is a non-biodegradable synthetic polymer plastic that's primarily derived from crude oil. One polyester-filled garment can shed thousands of microplastic filaments during a single wash cycle, contaminating water systems.",,Polyester insulation is best washed in a gentle cycle with cold or warm water. Use a microplastic filter bag to catch stray fibers in the wash cycle. Tumble dry on low with a tennis ball to prevent fiber clumping.,,"Polyester insulation is often used as a less expensive vegan-friendly alternative to animal down. However, polyester insulation is heavier, less warm, and less durable than animal down, and loses its insulation power when compressed. 

","Polyester insulation is often used as a less expensive vegan-friendly alternative to animal down. However, polyester insulation is heavier, less warm, and less durable than animal down, and loses its insulation power when compressed. 

When washed and worn, polyester sheds microplastic debris that pollute our water streams. Microplastics become embedded in animal tissue, which is extremely harmful to animal life, acquatic ecosystems and humans that consume seafood."
ins_poly_114,Insulation material,"Polyethylene terephthalate (PET), chemically (methanolysis) recycled, for insulation",Recycled Polyester Fill,,3.11,3.94,0.383,3.16,2.89,13.483,3.29,0.004,0.835,46.1,6.1,1.4588910133843211,4.432608308076307,2.6232657417289227,1.0,Synthetic Plastic Derivative,Polymer Plastic,Synthetic,Non-Renewable,Recyclable,Not Biodegradable,Microplastic Pollutant,"Recycled polyester insulation uses less nonrenewable resources than virgin polyester insulation and keeps textile waste out of landfills, which supports the circular economy.",,"Recycled polyester insulation is still a non-biodegradable synthetic polymer plastic. One recycled polyester-filled garment can shed thousands of microplastic filaments during a single wash cycle, contaminating water systems.",,Recycled polyester insulation is best washed in a gentle cycle with cold or warm water. Use a microplastic filter bag to catch stray fibers in the wash cycle. Tumble dry on low with a tennis ball to prevent fiber clumping.,,"Recycled polyester insulation is often used as a less expensive vegan-friendly alternative to animal down. However, polyester insulation is heavier, less warm, and less durable than animal down, and loses its insulation power when compressed. 


","Recycled polyester insulation is often used as a less expensive vegan-friendly alternative to animal down. However, polyester insulation is heavier, less warm, and less durable than animal down, and loses its insulation power when compressed. 

Recycled polyester insulation is made from recycled plastic, but this isn't a solution to our plastic crisis. Since polyester is non-biodegradable, recycling plastics into polyester insulation simply changes what pollution looks like. Plastic bottles become microplastic filaments, which still make their way into our water streams. 

"
rub_styr_92,Rubbers/Elastomers,Styrene-butadiene rubber (SBR),SBR Rubber,,4.75,1.29,0.355,7.73,5.81,19.9,5.03,0.001,0.774,113.0,12.3,2.24282982791587,2.5225530397575326,3.2315901814300965,3.1598272138228944,Synthetic Plastic Derivative,Polymer Plastic,Synthetic,Non-Renewable,Recyclable,Not Biodegradable,Microplastic Pollutant,"SBR rubber is incredibly durable, flexible and heat resistant synthetic rubber commonly used for shoe soles. ",,"SBR rubber is a non-biodegradable synthetic polymer plastic that's primarily derived from crude oil. SBR rubber shoe soles can shed microplastic particles during wear, which can contaminate soil and water systems.",,SBR rubber is best spot cleaned with a gentle soap or detergent and warm water. Air dry to prevent warping and maintain integrity of SBR shoe soles. ,,"When worn, SBR rubber sheds microplastic debris that pollute our soil and water streams. Microplastics become embedded in animal tissue, which is extremely harmful to animal life, acquatic ecosystems and humans that consume seafood. 

",
rub_typi_96,Rubbers/Elastomers,Typical footwear rubber compound,Typical Footwear Rubber,,4.08,1.42,0.312,6.35,5.81,18.0,4.33,0.001,0.6809999999999999,92.7,12.3,1.0,1.0,1.832443970117396,2.8502519798416133,Synthetic Plastic Derivative,Polymer Plastic,Synthetic,Non-Renewable,Recyclable,Not Biodegradable,Microplastic Pollutant,"Typical footwear rubber is a durable, flexible and heat resistant synthetic rubber commonly used for shoe soles. ",,"Though typical footwear rubber can contain a small amount of natural rubber, it is laregly a mix of  non-biodegradable synthetic polymer plastics derived from crude oil. Footwear rubber soles can shed microplastic particles during wear, which can contaminate soil and water systems.",,Typical footwear rubber is best spot cleaned with a gentle soap or detergent and warm water. Air dry to prevent warping and maintain integrity of rubber shoe soles. ,,"When worn, typical footwear rubber sheds microplastic debris that pollute our soil and water streams. Microplastics become embedded in animal tissue, which is extremely harmful to animal life, acquatic ecosystems and humans that consume seafood. 

",
pla_epox_48,Plastics,Epoxy plastic,Epoxy Plastic,,7.3,1.95,0.25,9.21,5.78,24.5,7.73,0.002,0.545,134.0,12.2,1.0,1.0,1.0,2.439884809215263,Synthetic Plastic Derivative,Polymer Plastic,Synthetic,Non-Renewable,Recyclable,Not Biodegradable,Microplastic Pollutant,"Epoxy plastic, also known as epoxy resin, is a durable, crystal-clear hard plastic that's ideal for plastic jewelry",,"Epoxy plastic is a non-biodegradable synthetic polymer plastic that's primarily derived from crude oil. Epoxy plastic can shed microplastic particles as it degrades, which can contaminate soil and water systems.",,Epoxy plastic is best spot cleaned with a gentle soap and warm water. Dry and polish with a soft towel or chamois cloth. ,,"When it degrades, epoxy plastic sheds microplastic debris that pollute our soil and water streams. Microplastics become embedded in animal tissue, which is extremely harmful to animal life, acquatic ecosystems and humans that consume seafood. 

",
pla_poly_52,Plastics,Polycarbonate (PC) plastic,Polycarbonate Plastic ,,6.08,1.84,0.457,8.07,5.78,22.2,6.44,0.002,0.997,118.0,12.2,3.5131578947368425,3.2923976608187133,1.854748603351956,2.801526717557252,Synthetic Plastic Derivative,Polymer Plastic,Synthetic,Non-Renewable,Recyclable,Not Biodegradable,Microplastic Pollutant,"Polycarbonate plastic is a durable, lightweight, crystal-clear hard plastic that's often used for plastic jewelry and eyewear lenses.",,"Polycarbonate plastic is a non-biodegradable synthetic polymer plastic that's primarily derived from crude oil. Polycarbonate plastic can shed microplastic particles as it degrades, which can contaminate soil and water systems.",,Polycarbonate plastic is best spot cleaned with a gentle soap and warm water. Dry and polish with a soft towel or chamois cloth. ,,"When it degrates, polycarbonate plastic sheds microplastic debris that pollute our soil and water streams. Microplastics become embedded in animal tissue, which is extremely harmful to animal life, acquatic ecosystems and humans that consume seafood. 

",
new_natu_128,New Material,Natural Rubber (Latex),Latex ,,0.8540000000000001,8.72,2.17,0.662,1.9,14.306,2.43,0.009000000000000001,5.39,25.7,12.3,4.394736842105264,2.7602339181286557,2.575418994413408,4.908396946564887,Plant Based,Rubber Plant,Semi-Synthetic,Renewable,Recyclable,Not Biodegradable,Microplastic Pollutant,"Latex is a lightweight, durable, water-resistant material that's often used for gloves, swim caps, sporting goods and garments. ",,"Although latex is a natural material derived from the rubber plant, it is treated with chemicals like ammonia, tetramethyl thiuram disulfide and zinc to prevent bacterial biodegredation. This means that most latex products are not biodegradable and will shed microparticles that contaminate soil and water systems. ",,Latex is best spot cleaned with a gentle soap and warm water. Do not use petroleum-based solvents as they will cause latex to degrade. Never put latex in the dryer or hang dry in the sun. Latex is sensitive to heat and will corrode when exposed to temperatures over 82 degrees farenheight.  ,,"Because rubber trees are not cut down for latex harvesting, most latex can be sourced without the risk of deforestation. However, latex production can result in monocolture farming, which harms biodiversity and soil health. It's crucial to ensure our forests are responsibly managed, and that our latex products are sourced from responsible supply chains. ","Latex is a natural material derived from the rubber tree, and is tapped through a process called ""bleeding"". Because rubber trees are not cut down for latex harvesting, most latex can be sourced without the risk of deforestation. However, latex production can result in monocolture farming, which harms biodiversity and soil health. It's crucial to ensure our forests are responsibly managed, and that our latex products are sourced from responsible supply chains. "
met_alum_69,Metals,Aluminium,Aluminium,,9.05,2.54,0.6579999999999999,7.23,4.82,24.3,9.6,0.002,1.43,106.0,10.2,1.9473684210526312,3.4561403508771926,3.4301675977653625,1.0,Metal ,Mined Ore,Natural,Non-Renewable,Recyclable,Not Biodegradable,Not a Microplastic Pollutant,,,,,,,,
met_bras_70,Metals,Brass,Brass,,0.894,0.368,0.14800000000000002,0.726,3.84,5.97,0.947,0.000351,0.32299999999999995,10.6,8.09,4.5,4.192982456140351,2.072625698324022,4.938931297709924,Metal ,Mined Ore,Synthetic,Non-Renewable,Recyclable,Not Biodegradable,Not a Microplastic Pollutant,,,,,,,,
met_chro_71,Metals,Chromium,Chromium,,7.5,2.74,0.442,6.02,3.84,20.5,7.95,0.003,0.964,87.9,8.09,3.1052631578947376,3.660818713450293,2.675977653631285,2.5267175572519083,Metal ,Mined Ore,Natural,Non-Renewable,Recyclable,Not Biodegradable,Not a Microplastic Pollutant,,,,,,,,
met_copp_72,Metals,Copper,Copper,,4.24,1.75,1.31,3.12,4.82,15.2,4.5,0.002,2.86,45.6,10.2,3.947368421052632,4.111111111111111,2.642458100558659,3.381679389312977,Metal ,Mined Ore,Natural,Non-Renewable,Recyclable,Not Biodegradable,Not a Microplastic Pollutant,,,,,,,,
met_gold_73,Metals,Gold,Gold,,60240.0,45323.0,3641.0,44734.0,5.8,153944.0,63854.0,43.2,7938.0,653151.0,12.2,5.0,1.0,1.0,5.0,Metal ,Mined Ore,Natural,Non-Renewable,Recyclable,Not Biodegradable,Not a Microplastic Pollutant,,,,,,,,
met_iron_74,Metals,Iron,Iron,,2.39,0.625,0.039,1.89,4.82,9.77,2.54,0.0005964,0.086,27.6,10.2,3.3026315789473686,2.023391812865497,3.9664804469273744,2.9541984732824433,Metal ,Mined Ore,Natural,Non-Renewable,Recyclable,Not Biodegradable,Not a Microplastic Pollutant,,,,,,,,
met_lead_75,Metals,Lead,Lead,,1.8,0.588,0.206,1.4,3.84,7.83,1.91,0.0005610000000000001,0.45,20.5,8.09,4.052631578947368,4.5,4.0,3.5038167938931304,Metal ,Mined Ore,Natural,Non-Renewable,Recyclable,Not Biodegradable,Not a Microplastic Pollutant,,,,,,,,
met_nick_76,Metals,Nickel,Nickel,,7.85,3.53,1.99,8.43,4.82,26.6,8.32,0.003,4.33,123.0,10.2,1.0,1.0,1.0,5.0,Metal ,Mined Ore,Natural,Non-Renewable,Recyclable,Not Biodegradable,Not a Microplastic Pollutant,,,,,,,,
met_plat_77,Metals,Platinum,Platinum,,32446.0,19482.0,1850.0,24018.0,5.8,77802.0,34393.0,18.6,4033.0,350674.0,12.2,1.9868421052631575,1.0,1.0,2.4503816793893134,Metal ,Mined Ore,Natural,Non-Renewable,Recyclable,Not Biodegradable,Not a Microplastic Pollutant,,,,,,,,
met_silv_78,Metals,Silver,Silver,,80.3,30.8,15.1,69.9,4.82,201.0,85.1,0.029,33.0,1020.0,10.2,1.9868421052631575,1.0,1.0,2.4503816793893134,Metal ,Mined Ore,Natural,Non-Renewable,Recyclable,Not Biodegradable,Not a Microplastic Pollutant,,,,,,,,
met_stee_79,Metals,Steel,Steel,,0.797,0.28,0.079,0.67,3.84,5.66,0.8440000000000001,0.0002674,0.173,9.78,8.09,3.1578947368421058,3.7836257309941517,3.2290502793296083,2.7404580152671763,Metal ,Mined Ore,Synthetic ,Non-Renewable,Recyclable,Not Biodegradable,Not a Microplastic Pollutant,,,,,,,,
met_tin_80,Metals,Tin,Tin,,20.4,61.0,5.91,17.6,5.8,111.0,21.6,0.058,12.9,257.0,12.2,1.0,1.7588699080157686,4.0,1.0,Metal ,Mined Ore,Natural,Non-Renewable,Recyclable,Not Biodegradable,Not a Microplastic Pollutant,,,,,,,,
met_tita_81,Metals,Titanium,Titanium,,30.8,87.3,5.72,26.1,4.82,155.0,32.7,0.083,12.5,381.0,10.2,1.8307392996108949,2.0118265440210243,2.1572700296735907,1.6047745358090189,Metal ,Mined Ore,Natural,Non-Renewable,Recyclable,Not Biodegradable,Not a Microplastic Pollutant,,,,,,,,
met_zinc_82,Metals,Zinc,Zinc,,2.42,0.8220000000000001,0.72,2.15,3.84,9.94,2.56,0.000784,1.57,31.3,8.09,2.450389105058366,2.034822601839684,2.4777448071216623,1.7267904509283825,Metal ,Mined Ore,Natural,Non-Renewable,Recyclable,Not Biodegradable,Not a Microplastic Pollutant,,,,,,,,
pla_acry_47,Plastics,Acrylonitrile butadiene styrene (ABS) plastic,,,5.17,1.83,0.421,7.84,5.78,21.0,5.48,0.002,0.918,114.0,12.2,1.0,1.0,3.1810089020771515,1.0,,,,,,,,,,,,,,,
pla_nylo_49,Plastics,Nylon/Polyamide (PA) plastic,,,9.38,2.28,0.342,11.6,5.78,29.3,9.94,0.002,0.746,169.0,12.2,4.343385214007782,3.483574244415243,2.0059347181008906,4.883289124668435,,,,,,,,,,,,,,,
pla_nylo_50,Plastics,"Nylon, mechanically recycled, for plastic",,,2.39,1.2,0.474,1.89,4.81,10.764,2.53,0.001,1.03,27.6,10.1,2.2188715953307394,2.5407358738501964,3.910979228486647,1.694960212201592,,,,,,,,,,,,,,,
pla_poly_51,Plastics,Poly(methyl methacrylate) (PMMA) (Acrylic) plastic,,,5.51,1.61,0.26,7.9,5.78,22.2,5.84,0.002,0.5670000000000001,115.0,12.2,4.5,4.5,3.56379821958457,5.0,,,,,,,,,,,,,,,
pla_poly_53,Plastics,"Polycarbonate (PC) plastic, recycled",,,2.16,0.758,0.299,1.67,4.81,9.7,2.29,0.0007235000000000001,0.6509999999999999,24.3,10.1,2.021400778210117,3.02365308804205,1.0,1.7108753315649872,,,,,,,,,,,,,,,
pla_poly_54,Plastics,Polyester plastic,,,5.8,1.4,0.5870000000000001,7.87,5.78,21.4,6.14,0.001,1.28,115.0,12.2,3.4173151750972766,1.0,1.9703264094955493,3.93368700265252,,,,,,,,,,,,,,,
pla_poly_55,Plastics,"Polyethylene terephthalate (PET), chemically (methanolysis) recycled, for plastic",,,3.75,4.17,0.478,3.68,5.78,17.86,3.98,0.004,1.04,53.7,12.2,3.5398832684824906,1.0,1.0,4.013262599469496,,,,,,,,,,,,,,,
pla_poly_56,Plastics,"Polyethylene terephthalate (PET) plastic, chemically (BHET) recycled, for plastic",,,3.57,2.8,1.31,3.53,5.78,16.99,3.78,0.003,2.85,51.5,10.1,3.4445525291828787,3.69053876478318,3.002967359050445,2.4535809018567645,,,,,,,,,,,,,,,
pla_poly_57,Plastics,Polyethylene (PE) plastic,,,3.71,1.11,0.362,6.47,4.81,16.5,3.93,0.001,0.79,94.4,10.1,3.1994163424124515,1.0,1.0,3.9549071618037135,,,,,,,,,,,,,,,
pla_poly_58,Plastics,Polylactic Acid (PLA) plastic,,,4.07,4.19,1.04,3.64,5.78,18.7,4.31,0.004,2.27,53.2,12.2,2.3686770428015564,3.5525624178712225,2.0237388724035608,1.7320954907161807,,,,,,,,,,,,,,,
pla_poly_59,Plastics,Polyoxymethylene (POM) plastic,,,5.29,1.17,0.472,7.83,4.81,19.57,5.61,0.001,1.03,114.0,10.1,3.3832684824902723,3.69053876478318,3.0919881305637986,2.4588859416445628,,,,,,,,,,,,,,,
pla_poly_60,Plastics,Polypropylene (PP) plastic,,,3.8,1.11,0.35200000000000004,6.46,5.78,17.5,4.03,0.001,0.767,94.4,12.2,4.493190661478598,4.497700394218134,3.56379821958457,5.0,,,,,,,,,,,,,,,
pla_poly_61,Plastics,"Polypropylene (PP), recycled, for plastic",,,2.17,0.759,0.299,1.67,4.81,9.71,2.3,0.0007237,0.652,24.3,10.1,3.2062256809338523,3.874507227332457,3.0385756676557865,2.3846153846153846,,,,,,,,,,,,,,,
pla_poly_62,Plastics,Polysterene (PS) plastic,,,4.06,1.03,0.358,6.6,4.81,16.9,4.3,0.000982,0.78,96.4,10.1,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,
pla_poly_63,Plastics,Polytetrafluoroethylene (PTFE) plastic,,,12.6,3.36,0.25,15.4,5.78,37.4,13.4,0.003,0.545,224.0,12.2,3.2538910505836576,3.5985545335085423,1.0,2.86737400530504,,,,,,,,,,,,,,,
pla_poly_64,Plastics,Polyvinyl Acetate (PVA) plastic,,,3.99,1.15,0.66,5.69,5.78,17.3,4.23,0.001,1.44,83.0,12.2,3.0428015564202338,3.1846254927726667,2.602373887240356,2.93633952254642,,,,,,,,,,,,,,,
pla_poly_65,Plastics,Polyvinyl chloride (PVC) plastic,,,4.3,1.33,0.407,5.56,5.78,17.38,4.56,0.001,0.8859999999999999,81.2,12.2,1.2315175097276263,1.137976346911957,1.4718100890207717,2.4270557029177717,,,,,,,,,,,,,,,
pla_sili_66,Plastics,Silicone plastic,,,6.96,2.22,0.534,6.52,5.78,22.0,7.37,0.002,1.16,95.2,12.2,1.735408560311284,1.7818659658344282,2.1661721068249262,1.5517241379310347,,,,,,,,,,,,,,,
pla_ther_67,Plastics,Thermoplastic Polyurethane (TPU) plastic,,,6.22,1.94,0.456,8.17,5.78,22.6,6.59,0.002,0.993,119.0,12.2,3.0428015564202338,4.136662286465178,5.0,2.0716180371352793,,,,,,,,,,,,,,,
pla_ther_68,Plastics,Thermoset polyurethane PU plastic,,,4.3,0.916,0.165,7.19,4.82,17.4,4.56,0.0008742000000000001,0.361,105.0,12.2,,,,,,,,,,,,,,,,,,,
rub_buty_83,Rubbers/Elastomers,Butyl rubber,,,5.94,1.25,0.261,8.91,5.81,22.2,6.3,0.001,0.569,130.0,12.3,3.5372462753724627,4.369729907773387,3.683699540112417,3.9681478568619735,,,,,,,,,,,,,,,
rub_chlo_84,Rubbers/Elastomers,Chloroprene rubber (Neoprene),,,4.0,1.07,0.342,6.33,5.81,17.6,4.24,0.001,0.746,92.5,12.3,4.488684464886845,4.4949275362318835,3.9443025038323967,4.991191506095163,,,,,,,,,,,,,,,
eth_ethy_85,Ethylene Propylene Diene Elastomer (EPDM),Ethylene Propylene Diene Elastomer (EPDM),,,4.7,1.05,0.198,7.78,5.81,19.538,4.99,0.001,0.431,114.0,12.3,3.7180615271806152,4.358201581027668,3.7940725600408785,4.158474243020056,,,,,,,,,,,,,,,
rub_foam_86,Rubbers/Elastomers,Foamed rubber,,,5.06,1.2,0.306,7.91,5.81,20.3,5.36,0.001,0.6659999999999999,115.0,12.3,4.098356830983568,4.415266798418973,3.350536535513541,4.6146283916633895,,,,,,,,,,,,,,,
rub_isop_87,Rubbers/Elastomers,Isoprene Rubber (IR),,,4.42,1.09,0.308,7.35,5.81,19.0,4.69,0.001,0.672,107.0,12.3,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
rub_natu_88,Rubbers/Elastomers,Natural Rubber (NR),,,2.29,9.64,2.47,1.76,5.81,22.0,2.43,0.009000000000000001,5.39,25.7,12.3,4.3141685831416865,4.480113636363637,4.0,4.808100668501769,,,,,,,,,,,,,,,
rub_nitr_89,Rubbers/Elastomers,Nitrile Rubber (NBR),,,4.91,1.6,0.229,7.63,5.81,20.2,5.21,0.002,0.498,111.0,12.3,4.38299503382995,4.4822463768115925,3.914665304036791,4.885174990169092,,,,,,,,,,,,,,,
rub_poly_90,Rubbers/Elastomers,Polybutadiene rubber (BR),,,4.34,0.995,0.227,7.27,5.81,18.6,4.34,0.000949,0.495,106.0,12.3,3.6772322767723233,4.312664690382082,3.0030659172202347,3.7793944160440422,,,,,,,,,,,,,,,
rub_sili_91,Rubbers/Elastomers,Silicone rubber,,,6.66,2.13,0.486,6.29,5.81,21.4,7.06,0.002,1.06,91.8,12.3,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
rub_ther_93,Rubbers/Elastomers,Thermoplastic elastomer (TPE),,,5.91,1.85,0.406,7.96,5.81,21.9,6.27,0.002,0.8859999999999999,116.0,12.3,1.0,2.7407773386034258,1.0,1.0,,,,,,,,,,,,,,,
rub_ther_94,Rubbers/Elastomers,Thermoplastic polyurethane (TPU) rubber,,,5.91,1.85,0.406,7.96,5.81,21.9,6.27,0.002,0.8859999999999999,116.0,12.3,4.5,4.5,3.9795605518651,5.0,,,,,,,,,,,,,,,
rub_ther_95,Rubbers/Elastomers,Thermoset polyurethane (PU) rubber,,,5.02,1.17,0.273,7.77,4.82,19.1,5.32,0.001,0.594,113.0,12.3,2.21321201213212,1.0,1.0,2.337003539127015,,,,,,,,,,,,,,,
